indexA  indexB  l r textA textB
625	27598	7	0.7142857142857143	者未之有也狗彘	者未之有也可即
2442	27598	7	0.7142857142857143	者未之有也梁惠	者未之有也可即
3304	27598	7	0.7142857142857143	者未之有也昔者	者未之有也可即
7397	27598	7	0.7142857142857143	者未之有也孟子	者未之有也可即
15689	27598	7	0.7142857142857143	者未之有也聖人	者未之有也可即
16963	27598	7	0.7142857142857143	者未之有也不誠	者未之有也可即
18578	27598	7	0.7142857142857143	者未之有也孟子	者未之有也可即
28903	27598	7	0.7142857142857143	者未之有也先生	者未之有也可即
28998	27598	7	0.7142857142857143	者未之有也何必	者未之有也可即
33649	27598	7	0.7142857142857143	者未之有也孟子	者未之有也可即
3238	56166	7	0.7142857142857143	子對曰有人不得	子對曰有難不死
3311	56149	11	0.7272727272727273	齊景公問於晏子曰吾欲觀	齊景公問於晏子曰忠臣之
5506	43387	7	0.7142857142857143	之所不為也而子	之所不為也自王
10905	75494	7	0.7142857142857143	也孔子曰君薨聽	也孔子曰君使臣
9317	49016	9	0.7777777777777778	自天子達於庶人非直	自天子達於庶人也又
10774	49016	9	0.7777777777777778	自天子達於庶人三代	自天子達於庶人也又
13067	12745	7	0.7142857142857143	曰昔齊景公田招	曰昔齊景公以馬
13067	72512	7	0.7142857142857143	曰昔齊景公田招	曰昔齊景公時彗
13446	56093	7	0.7142857142857143	曰古之君子仕乎	曰古之君子進人
30452	56093	7	0.7142857142857143	曰古之君子何如	曰古之君子進人
15674	27576	11	0.7272727272727273	不愆不忘率由舊章遵先王	不愆不忘率由舊章夫不學
16052	61753	12	0.75	殷鑒不遠在夏后之世此之謂	殷鑒不遠在夏后之世又曰伐
18134	56350	14	0.7857142857142857	視臣如手足則臣視君如腹心君之	視臣如手足臣視君如腹心君視臣
18154	56367	13	0.7692307692307692	臣視君如國人君之視臣如土芥	臣視君如國人君視臣如糞土臣
18168	56379	7	0.7142857142857143	臣視君如寇讎王	臣視君如寇仇雖
18148	56362	14	0.7857142857142857	視臣如犬馬則臣視君如國人君之	視臣如犬馬臣視君如國人君視臣
18666	63728	7	0.7142857142857143	可立而待也故聲	可立而待也24
